SchoolID, SubjectID, SubjectCode, Subject, SubjectType, SubjectShortName, SubjectCredit
COEP,1258,CSE-16001,Dissertation Phase-I,Project,PROJECT,14
COEP,1259,EW-16001,Economics Planning and Management of Systems,Theory,EPMS,4
COEP,1260,EW-16002,Dissertation Phase-I,Project,PROJECT WORK,13
COEP,1262,CE-16010,Fluid Mechanics,Theory,FM(C),4
COEP,1263,CE-16011,"Building Planning, Design and Drawing Lab ",Laboratory,BDDS,2
COEP,1264,CE-16012,Strength of Materials Lab,Laboratory,SOM(C)-Lab,1
COEP,1265,CE-10002,Fluid Mechanics Lab,Laboratory,FM(C)-LAB,2
COEP,1266,MA-16001,Ordinary Differential Equations and Multivariate Calculus,Theory,ODEMC,3
COEP,1267,AS-16001,Applied Biology,Theory,AB,3
COEP,1268,HS-08001,Entrepreneurship Development,Theory,ED,1
COEP,1268,HS-08001,Entrepreneurship Development,Theory,ED,1
COEP,1269,CT(DE)-13001,Computer Organization,Theory,CO,3
COEP,1270,CT-13001,Design and Analysis of Algorithms,Theory,DAA,3
COEP,1271,CT-13002,Database Management Systems,Theory,DMS,3
COEP,1272,CT-13003,System Programming,Theory,SP,3
COEP,1273,CT-13004,Computer Networks,Theory,CN,3
COEP,1274,CT-13005,Design and Analysis of Algorithm Lab,Laboratory,DAA Lab,1
COEP,1275,CT-13006,Database Management Systems Lab,Laboratory,DMS Lab,2
COEP,1276,CT-13007,System Programming Lab,Laboratory,SP Lab,1
COEP,1277,CT-13008,Computer Networks Lab,Laboratory,CN Lab,2
COEP,1280,IT(DE)-13001,Human Computer Interaction,Theory,HCI,3
COEP,1281,IT-13001,Network Architecture and Wireless Protocol,Theory,NAWP,3
COEP,1282,IT-13002,System Programming and Operating System,Theory,SPOS,3
COEP,1283,IT-13003,Graphics and Multimedia,Theory,GM,3
COEP,1284,IT-13004,Network Architecture and Wireless Protocol Lab,Laboratory,NAWP Lab,1
COEP,1285,ET-16001,Ordinary Differential Equations and Multivariance Calculus,Theory,ODEM,3
COEP,1286,IT-13005,System Programming and Operating System Lab,Laboratory,SPOS Lab,2
COEP,1287,IT-13006,Graphics and Multimedia Lab,Laboratory,GM Lab,1
COEP,1289,COC-16001,Dissertation Phase-I,Project,Dissertation I,14
COEP,1289,COC-16001,Dissertation Phase-I,Project,Dissertation I,14
COEP,1290,ML-16001,Professional Ethics and Values ,Theory,PEV,0
COEP,1291,COC-16002,Dissertation Phase-II,Project,Dissertation II,20
COEP,1292,HS-16001,Innovation,Theory,Innovation,1
COEP,1293,CT-16001,Ordinary Differential Equations and Multivariate Calculus,Theory,ODEMC,3
COEP,1294,CT-16002,Science of Living Systems,Theory,SLS,3
COEP,1297,ET-16002,Data Structure Lab,Laboratory,DSLAB,3
COEP,1298,CT-16003,Programming Laboratory,Laboratory,PL,1
COEP,1299,ET-16003,Electronic Devices and Circuits ,Theory,EDC,3
COEP,1300,CT-16004,Data Structure and Algorithms,Theory,DSA,4
COEP,1301,ET-16004,Electronic Devices and Circuits Lab,Laboratory,EDC Lab,1
COEP,1302,CT-16005,Digital Logic Design,Theory,DLD,3
COEP,1304,CT-16006,Discrete Structures and Graph Theory,Theory,DSGT,3
COEP,1305,ET-16005,Digital System Design,Theory,DSD,3
COEP,1306,CT-16007,Data Structures and Algorithm Laboratory,Laboratory,DSA Lab,2
COEP,1307,CM(DE)-16001,Sustainable Construction,Theory,SC,3
COEP,1308,CT-16008,Digital Logic Design Laboratory,Laboratory,DLD Lab,1
COEP,1309,ET-16006,Digital System Design Lab,Laboratory,DSD Lab,1
COEP,1310,CM-16003,Field Visit and Laboratory-I,Laboratory,FV Lab-1,3
COEP,1311,ML-16002,Research Methodology,Theory,RM,0
COEP,1312,ET-16007,Signals and Systems,Theory,SS,3
COEP,1313,ML-16003,Humanities(Constitution of India),Theory,HCOI,0
COEP,1314,ET-16008,Network Synthesis and Aanlog Filters,Theory,NSAF,3
COEP,1315,CM-16004,Dissertation Phase-I,Project,DP-I,13
COEP,1316,ET-16009,Network Synthesis and Aanlog Filters Lab,Laboratory,NSAF Lab,1
COEP,1317,CM-16005,Site Preliminaries and Laboratory-III,Laboratory,SP Lab-III,3
COEP,1318,ML-13002,Constitution of India,Theory,CoI,2
COEP,1318,ML-13002,Constitution of India,Theory,CoI,2
COEP,1319,CGE(DE)-16001,Rock Mechanics,Theory,RM,3
COEP,1320,HS-13002,Applied Psychology,Theory,HC,2
COEP,1320,HS-13002,Applied Psychology,Theory,HC,2
COEP,1321,COC-16003,Foundation of Cryptography,Theory,FoC,3
COEP,1322,COC-16004,Advanced Operating System,Theory,AOS,3
COEP,1323,COC-16005,Information Theory and Coding,Theory,ITC,3
COEP,1324,COC(DE)-16001,System Security Management,Theory,SSM,3
COEP,1325,LL-16001,Liberal Learning Course,Theory,LLC,1
COEP,1326,COC(DE)-16002,Advancement in Networking,Theory,AN,3
COEP,1327,COC(DE)-16003,Machine Learning,Theory,ML,3
COEP,1328,COC-16006,Security Laboratory,Laboratory,Security Lab,2
COEP,1329,CGE-16001,Dissertation Phase-I,Project,DS-I,14
COEP,1330,LL-16002,Liberal Learning Course,Theory,LLC,1
COEP,1331,ML-16004,Research Methodology,Theory,RM,0
COEP,1332,ET(DE)-13001,Random Signals and Stochastic Processes,Theory,RSSP,3
COEP,1333,ET-13001,Digital Communication Systems,Theory,DCS,4
COEP,1334,ET-13002,Digital Communication Systems Lab,Laboratory,DCSLab,1
COEP,1337,ET-13004,Computer Organisation and Advanced Microprocessors Lab,Laboratory,COAM Lab,1
COEP,1338,IE-16001,Computational Techniques Laboratory,Laboratory,CT-LAB,3
COEP,1339,IE-16002,Transducer I,Theory,TR-I,3
COEP,1340,IE-16003,Analog Techniques,Theory,AT,3
COEP,1341,IE-16004,Electrical Measurement and Instrumentation,Theory,EMI,3
COEP,1342,IE-16005,Transducer I Laboratory,Laboratory,TR I LAB,1
COEP,1343,IE-16006,Analog Techniques Laboratory,Laboratory,AT LAB,1
COEP,1344,IE-16007,Electrical Measurement and Instrumentation Laboratory,Laboratory,EMI LAB,1
COEP,1346,IE(DE)-13001,Signals and Systems,Theory,SS,3
COEP,1346,IE(DE)-13001,Signals and Systems,Theory,SS,3
COEP,1347,IE-13001,Process Plant Operations,Theory,PPO,3
COEP,1348,ME-16001,Engineering Thermodynamics,Theory,ET,3
COEP,1349,ME-16002,Machine Drawing and Computer Graphics,Theory,MDCG,2
COEP,1350,PE-16011,Manufacturing Engineering-I,Theory,ME-I,3
COEP,1351,ME-16004,Strength of Materials,Theory,SOM,3
COEP,1352,ME-16005,Machine Drawing and Computer Graphics Lab,Laboratory,MDCG LAB,2
COEP,1353,PE-16012,Manufacturing Engineering-I Lab,Laboratory,ME-I Lab,1
COEP,1354,ME-16007,Strength of Materials Lab,Laboratory,SOM Lab,1
COEP,1355,EW-16006,Dissertation Phase-I,Project,DS-I,10
COEP,1356,ME-13001,Numerical Methods and Computer Programming,Theory,NMCP,4
COEP,1357,ME-13002,Heat Transfer,Theory,HT,4
COEP,1358,ME-13003,Theory of Machine-II,Theory,TOM-II,4
COEP,1359,ME-13004,Machine Design-I,Theory,MD-I,3
COEP,1360,ME-13005,Heat Transfer Laboratory,Laboratory,HT Lab,1
COEP,1361,ME-13006,Theory of Machine-II Laboratory,Laboratory,TOM-II Lab,1
COEP,1362,CSE-16002,Numerical Methods in Structural Engineering,Theory,NMSE,3
COEP,1363,ME-13007,Machine Design-I Laboratory,Laboratory,MD-I Lab,1
COEP,1364,MHP-16001,Dissertation Phase-I,Project,DP-I,14
COEP,1365,ET-13005,Electronic Measurments and Instruments,Theory,EMI,2
COEP,1366,MAT-16001,Dissertation Phase-I,Project,DP-I,14
COEP,1367,MDE-16001,Dissertation Phase-I,Project,DP-I,14
COEP,1368,ET-13006,Electronic Measurments and Instruments Lab,Laboratory,EMI Lab,1
COEP,1369,ET-13007,Digital Signal Procesing ,Theory,DSP,4
COEP,1370,ET-13008,Digital Signal Procesing Lab,Laboratory,DSP Lab,1
COEP,1372,EDE-16001,Dissertation Phase-I,Project,Dissertation ,14
COEP,1374,EWW-16001,Dissertation Phase-I,Project,Dissertation ,14
COEP,1375,ESP-16001,Dissertation Phase-I,Project,Dissertation,14
COEP,1376,EVE-16001,Dissertation Phase-I,Project,Dissertation ,14
COEP,1377,ET-13009,Computer Organisation and Advanced Microprocessors,Theory,COAM,3
COEP,1378,PEPS-16001,Power System Analysis,Theory,PSA,3
COEP,1388,EE-16002,Advanced Power Electronics,Theory,APE,4
COEP,1389,PEPS-16002,Analysis of Electrical Machines,Theory,AEM,4
COEP,1390,PEPS-16003,Simulation Laboratory,Laboratory,S Lab,3
COEP,1392,PEMD-16001,Fundamentals of Electrical Machines and Drives,Theory,FEMD,3
COEP,1393,PEMD-16002,Embedded System,Theory,ES,3
COEP,1394,PEMD-16003,Machines Lab,Laboratory,M/c Lab,3
COEP,1395,PEMD-16004,Embedded System Lab,Laboratory,E Lab,3
COEP,1396,CE-16013,Science of Living Systems,Theory,SLS,3
COEP,1397,IE-13002,Microcontroller Techniques and its Applications,Theory,MTA,3
COEP,1398,IE-13003,Control System Design,Theory,CSD,3
COEP,1399,IE-13004,Control System Components,Theory,CSC,2
COEP,1399,IE-13004,Control System Components,Theory,CSC,2
COEP,1400,IE-13005,Numerical Methods Laboratory,Laboratory,NMLab,2
COEP,1401,IE-13006,Microcontroller Techniques and its Applications Laboratory,Laboratory,MTA Lab,2
COEP,1402,IE-13007,Control System Design Laboratory,Laboratory,CSD Lab,2
COEP,1403,IE-13008,Control System Components Laboratory,Laboratory,CSC Lab,2
COEP,1404,PEMD-16005,Advanced Power Electronic Lab,Laboratory,APE LAB,3
COEP,1405,ECS-16001,Modeling of Dynamic Systems,Theory,MDS,4
COEP,1406,ECS-16002,Advance Linear Control System,Theory,ALCS,3
COEP,1407,ECS-16003,Digital Control Systems,Theory,DCS,4
COEP,1408,ECS-16004,Control System Simulation Lab,Laboratory,CSS Lab,3
COEP,1409,ECS-16005,Embedded Control Lab I,Laboratory,EC Lab,3
COEP,1410,PEMD-16006,Analysis of Electrical Machines,Theory,AEM,4
COEP,1411,PEPS-16004,Engineering Optimization,Theory,EO,3
COEP,1414,MM-16001,Fundamentals of Metallurgy,Theory,FOM,3
COEP,1415,MM-16002,Fundamentals of Metallurgy Laboratory,Laboratory,FOM LAB,1
COEP,1416,MA-16003,Linear Algebra and Univariate Calculus,Theory,LAUC,5
COEP,1417,MT(DE)-16001,Iron Making,Theory,IM,3
COEP,1418,MT-16001,Transport Phenomena,Theory,TP,4
COEP,1418,MT-16001,Transport Phenomena,Theory,TP,4
COEP,1418,MT-16001,Transport Phenomena,Theory,TP,4
COEP,1419,MT-16002,Extractive Metallurgy,Theory,EM,3
COEP,1419,MT-16002,Extractive Metallurgy,Theory,EM,3
COEP,1419,MT-16002,Extractive Metallurgy,Theory,EM,3
COEP,1420,MT-16003,Modern Chemical Analysis of Materials,Theory,MCAM,2
COEP,1420,MT-16003,Modern Chemical Analysis of Materials,Theory,MCAM,2
COEP,1420,MT-16003,Modern Chemical Analysis of Materials,Theory,MCAM,2
COEP,1421,MT-16004,Applied Biology,Theory,AB,3
COEP,1421,MT-16004,Applied Biology,Theory,AB,3
COEP,1421,MT-16004,Applied Biology,Theory,AB,3
COEP,1422,MT-16005,Polymers and Composites,Theory,PAC,3
COEP,1422,MT-16005,Polymers and Composites,Theory,PAC,3
COEP,1422,MT-16005,Polymers and Composites,Theory,PAC,3
COEP,1422,MT-16005,Polymers and Composites,Theory,PAC,3
COEP,1423,MT-16006,Transport Phenomena Laboratory,Laboratory,TP Lab,1
COEP,1423,MT-16006,Transport Phenomena Laboratory,Laboratory,TP Lab,1
COEP,1423,MT-16006,Transport Phenomena Laboratory,Laboratory,TP Lab,1
COEP,1424,MT-16007,Extractive Metallurgy Laboratory,Laboratory,EM Lab,1
COEP,1424,MT-16007,Extractive Metallurgy Laboratory,Laboratory,EM Lab,1
COEP,1425,MT-16008,Polymers and Composites Laboratory,Laboratory,PAC Lab,1
COEP,1425,MT-16008,Polymers and Composites Laboratory,Laboratory,PAC Lab,1
COEP,1434,EE-16003,Circuit Simulation Lab,Laboratory,Ckt Simulation Lab,1
COEP,1435,EE-16004,Solid State Devices and Linear Circuits,Theory,SDLC,4
COEP,1436,EE-16005,Electrical Circuit Analysis,Theory,ECA,4
COEP,1437,EE-16006,Electrical and Electronic Measurements,Theory,EEM,3
COEP,1438,EE-16007,Solid State Devices and Linear Circuits Lab,Laboratory,SDLC Lab,1
COEP,1439,EE-16008,Numerical Methods and Computer Programming Lab,Laboratory,NMCP Lab,3
COEP,1440,EE-16009,Measurement Lab,Laboratory,EEM Lab,1
COEP,1441,PE-16001,Industrial In-plant Training,Project,IIPT,16
COEP,1442,MT-16009,Ordinary Differential Equation and Multivariate Calculus,Theory,ODEMC,3
COEP,1442,MT-16009,Ordinary Differential Equation and Multivariate Calculus,Theory,ODEMC,3
COEP,1444,ME-16009,Mechanical Technology,Theory,MT,3
COEP,1445,MT-16012,Structure and Properties of Materials,Theory,SPM,3
COEP,1446,MT-16013,Principles of Physical Metallurgy,Theory,PPM,3
COEP,1447,MT-16014,Introduction to Ceramics Engineering ,Theory,ICE,3
COEP,1448,EE-16016,Electrical & Instrumentation Technology,Theory,EIT,3
COEP,1449,MT-16016,Materials Testing Laboratory,Laboratory,MTL,1
COEP,1450,ME-16010,Mechanical Technology Laboratory ,Laboratory,MechTech Lab,1
COEP,1451,MT-16018,Principles of Physical Metallurgy Laboratory ,Laboratory,PPM Lab,1
COEP,1452,EE-16017,Electrical & Instrumentation Technology Laboratory,Laboratory,EIT Lab,1
COEP,1453,MT-16020,Foundation of Physics,Theory,FOP ,3
COEP,1454,PE-16002,Industrial Engineering and Management,Theory,IEM,3
COEP,1455,PE-16003,Seminar-I,Seminar,Seminar,2
COEP,1456,PME-16001,Dissertation Phase-I,Project,DP-1,16
COEP,1457,PPM-16001,Dissertation Phase-I,Project,DP-1,16
COEP,1458,MCH-16001,Dissertation Phase-I,Project,DP-1,16
COEP,1462,EPS-15010,Dissertation Phase-I,Project,Project Stage I,16
COEP,1463,ECE-15010,Dissertation Phase-I,Project,Project Stage I,16
COEP,1464,MPH-16001,Dissertation Phase-I,Project,DP I,16
COEP,1465,MPR-16001,Dissertation Phase-I,Project,DP I,16
COEP,1466,EE-13001,Microcontrollers,Theory,Microcontrollers,3
COEP,1467,EE-13002,Electrical Machinery II,Theory,EMc- II,4
COEP,1468,EE-13003,Power Systems I,Theory,PS I,4
COEP,1472,BP-14008,Planning and management of Utilities and Services,Theory,PMUS,3
COEP,1475,BP-14011,Planning Legislation,Theory,PL,3
COEP,1476,BP-14012,Landscape Planning and Design,Theory,LPD,3
COEP,1477,BP-14013,Geo-Informatics for Planning,Theory,GIP,2
COEP,1478,BP(DE)-14001,"Infrastructure Planning, Development and Management",Theory,IPDM,2
COEP,1479,BP(DE)-14002,Rural Development and Management,Theory,RDM,2
COEP,1480,BP-14014,Training Seminar-I,Training,TS,2
COEP,1481,BP-14015,Planning and Design Lab-V,Laboratory,PDL V,5
COEP,1484,EE-13004,Signal Processing,Theory,SP,3
COEP,1485,EE-13005,Power Systems Lab I,Laboratory,PS I - Lab,1
COEP,1486,EE-13006,Electrical Machinery Lab II,Laboratory, E- M/c II Lab,1
COEP,1487,EE-13007,Industrial Electric System Lab,Laboratory,IES Lab,3
COEP,1489,EE-13008,Microcontroller Lab,Laboratory,Microcontroller Lab,1
COEP,1490,AS-16002,Science of Living Systems,Theory,SLS,3
COEP,1492,EE(DE)-13001,Engineering Optimization,Theory,EO,3
COEP,1493,EE(DE)-13002,Mini Project,Mini Project,MP,3
COEP,1494,ME(DE)-13001,Steam Engineering ,Theory,SE,3
COEP,1495,ME(DE)-13002,Operation Research,Theory,OR,3
COEP,1496,ME(DE)-13003,Advanced Manufacturing Technology,Theory,AMT,3
COEP,1497,ME(DE)-13004,Finite Element Method,Theory,FEM,3
COEP,1498,ME(DE)-13005,Automobile Engineering,Theory,AE,3
COEP,1500,TCP-15011,Professional Training in Summer ,Seminar,PTS,1
COEP,1501,TCP-15012,"Housing, Land Market and Finance",Theory,HLMF,3
COEP,1502,TCP-15013,Local Governance and Professional Practices,Theory,LGPP,3
COEP,1503,TCP-15014,Planning Studio III,Laboratory,PDL III,4
COEP,1504,TCP-15015,Dissertation Phase-I,Project,PT,8
COEP,1513,AM-16001,CAD for Additive Manufacturing,Theory,CAM,3
COEP,1514,AM-16002,"Additive Manufacturing Processes, Machines and Applications",Theory,AMPMA,3
COEP,1515,AM-16003,Rapid Tooling and Industrial Applications,Theory,RTIA,3
COEP,1516,AM-16004,Materials and Characterization Techniques,Theory,MCT,3
COEP,1517,AM-16005,Reverse Engineering and Computer Aided Inspection,Theory,RE,3
COEP,1518,AM-16006,CAD Lab,Laboratory,CAD Lab,1
COEP,1519,AM-16007,Rapid Prototyping Lab,Laboratory,RP Lab,1
COEP,1520,AM(DE)-16001,Lasers in Manufacturing Technology,Theory,LMT,3
COEP,1521,AM(DE)-16002,Micro and Nano Manufacturing,Theory,MNM,3
COEP,1522,AM(DE)-16003,Product Design for Manufacturing and Assembly,Theory,PDMA,3
COEP,1523,AM(DE)-16004,Modeling and Simulation of Manufacturing Systems,Theory,MSMS,3
COEP,1524,ERP-16001,Internet of Things,Theory,IT,1
COEP,1525,CSE-16003,"Linear Algebra, Sequence and series",Theory,LASS,3
COEP,1526,CSE-16004,Solid state Physics and Electromagnetism,Theory,SSPE,3
COEP,1527,CSE-16005,Basic Electrical Engineering,Theory,BEE,3
COEP,1528,CSE-16006,Basic Electronics,Theory,BE,3
COEP,1529,CSE-16007,Computer Programming,Theory,CP,3
COEP,1530,CSE-16008,Communicative English,Theory,CE,2
COEP,1531,ECE-16001,"Linear Algebra, Sequence and series",Theory,LASS,3
COEP,1532,ECE-16002,Solid state Physics and Electromagnetism,Theory,SSPE,3
COEP,1533,ECE-16003,Basic Electrical Engineering,Theory,BEE,3
COEP,1534,ECE-16004,Basic Electronics,Theory,BE,3
COEP,1535,ECE-16005,Computer Programming,Theory,CP,3
COEP,1536,ECE-16006,Communicative English,Theory,CE,2
COEP,1537,MA-16004,Linear Algebra,Theory,LA,3
COEP,1538,ETC(ILE)-16001,Measurements and Standards in Communication Systems,Theory,MSCS,3
COEP,1539,ME(ILE)-16001,Mechanics of Composite Materials,Theory,MCM,3
COEP,1540,MM(ILE)-16001,Powder Metallurgy,Theory,PM,3
COEP,1541,MME-16001,Mathematical Modeling in Materials Processes,Theory,MMMP,4
COEP,1541,MME-16001,Mathematical Modeling in Materials Processes,Theory,MMMP,4
COEP,1542,MME-16002,Corrosion Engineering,Theory,CE,3
COEP,1542,MME-16002,Corrosion Engineering,Theory,CE,3
COEP,1543,MME-16003,Phase Transformations in Materials,Theory,PT,4
COEP,1543,MME-16003,Phase Transformations in Materials,Theory,PT,4
COEP,1544,MME-16004,Seminar – I,Seminar,SE-I,1
COEP,1545,MME-16005,Lab Practice – I,Laboratory,LP-I,2
COEP,1545,MME-16005,Lab Practice – I,Laboratory,LP-I,2
COEP,1546,MME(DE)-16001,Ceramics Engineering,Theory,CE,3
COEP,1547,MME(DE)-16002,Electronic and Magnetic Materials,Theory,EMM,3
COEP,1548,MME(DE)-16003,Theory and Practice of Sintering,Theory,TPS,3
COEP,1549,TCP(DE)-15004,Sustainable Urban Planning,Theory,SUP,3
COEP,1550,CE(ILE)-15006,Environmental Geotechnology,Theory,EG,3
COEP,1560,PEPS-16005,Optimization Techniques,Theory,OT,3
COEP,1564,MME-16009,Ceramic Engineering,Theory,Ceram. Engg.,3
COEP,1566,MME(ILE)-16001,Nanomaterials and Nanotechnology,Theory,NMNT,3
COEP,1567,MME(ILE)-16002,LASER Materials Processing,Theory,LMP,3
COEP,1568,MME(ILE)-16003,Powder Metallurgy,Theory,PM,3
COEP,1569,PH-16001,Foundation of Physics,Theory,FOP,3
COEP,1570,IS-16001,"Probability, Statistics and Queuing Theory",Theory,PSQT,3
COEP,1571,IS-16002,Foundation of Cryptography,Theory,FC,3
COEP,1572,IS-16003,Advanced Operating System,Theory,AOS,3
COEP,1573,IS-16004,Information Theory and Coding,Theory,ITC,3
COEP,1574,IS-16005,Security Laboratory,Laboratory,SL,2
COEP,1575,IS(DE)-16001,System Security Management,Theory,SSM,3
COEP,1576,IS(DE)-16002,Enterprise Computing,Theory,EC,3
COEP,1577,IS(DE)-16003,Machine Learning,Theory,ML,3
COEP,1578,MPR-15014,Concepts in Materials Science,Theory,CMS,3
COEP,1578,MPR-15014,Concepts in Materials Science,Theory,CMS,3
COEP,1579,MA-16005,Vector Calculus and Partial Differential Equations,Theory,VCPDE,3
COEP,1580,ET(ILE)-16001,Principles of Electronic Communication,Theory,PEC,3
COEP,1581,ET(ILE)-16002,Microcontroller Based Systems,Theory,MBS,3
COEP,1582,MA-16006,Multivariate Calculus And Differential Equations,Theory,MCDE,5
COEP,1583,AS-16003,Science of Living Systems,Theory,SLS,3
COEP,1584,ET-16010,Circuit Simulation Laboratory,Laboratory,CSL,1
COEP,1585,ET-16011,Analog Communication Systems,Theory,ACS,3
COEP,1586,ET-16012,Microcontrollers and Applications ,Theory,MCA,4
COEP,1587,ET-16013,Integrated Circuits and Applications,Theory,ICA,2
COEP,1588,ET-16014,Analog Communications Systems Laboratory,Laboratory,ACSLab,1
COEP,1589,ET-16015,Micro-contollers and Applications Laboratory,Laboratory,MCALAB,1
COEP,1591,ET-16016,Integrated Circuits and Applications Laboratory,Laboratory,ICALab,1
COEP,1591,ET-16016,Integrated Circuits and Applications Laboratory,Laboratory,ICALab,1
COEP,1599,ET-13010,Coding Techniques in Communication Systems,Theory,CTCS,4
COEP,1599,ET-13010,Coding Techniques in Communication Systems,Theory,CTCS,3
COEP,1600,ET-13011,Electromagnetic Waves,Theory,EMW,3
COEP,1601,ET-13012,Power Electronics,Theory,PE,4
COEP,1602,ET-13013,PLDs and Applications,Theory,PLD,2
COEP,1603,ET-13014,Electronic Design and Mini Project ,Laboratory,EDMP,3
COEP,1604,ET-13015,Coding Techniques in Communication System Laboratory ,Laboratory,CTCSL,1
COEP,1605,ET-13016,Power Electronics Laboratory,Laboratory,PELab,1
COEP,1606,ET-13017,PLDs and Application Laboratory,Laboratory,PLDLab,2
COEP,1607,MA-16007,Engineering Mathematics IV,Theory,M-IV,2
COEP,1608,PE-16004,Metrology and Quality Control,Theory,MQC,3
COEP,1609,PE-16005,Kinematics and Dynamics of Machines,Theory,KDM,3
COEP,1610,PE-16006,Tool and Die Design,Theory,TDD,3
COEP,1611,MM-16003,Material Forming,Theory,MF,3
COEP,1612,PE-16007,Metrology and Quality Control Laboratory,Laboratory,MQC LAB,1
COEP,1613,PE-16008,Kinematics and Dynamics of Machines Laboratory,Laboratory,KDM LAB,1
COEP,1614,PE-16009,Tool and Die Design Laboratory,Laboratory,TDD LAB,1
COEP,1615,CT-16009,Software Laboratory – I,Laboratory,SL-I,2
COEP,1616,EDE-16002,Dissertation Phase-II,Project,DP-II,20
COEP,1617,EWW-16002,Dissertation Phase-II,Project,DP-II,20
COEP,1618,ESP-16002,Dissertation Phase-II,Project,DP-II,20
COEP,1620,EVE-16002,Dissertation Phase-II,Project,DP-II,20
COEP,1623,LL-16003,Liberal Learning Course,Theory,LLC,1
COEP,1624,ME-14011,Machine Design-II,Theory,MD-II,3
COEP,1626,ME-14012,Energy Conversion,Theory,EC,3
COEP,1627,ME-14013,Fluid Mechanics and Fluid Power,Theory,FMFP,4
COEP,1628,ME-14014,I C Engines,Theory,ICE,3
COEP,1629,ME-14015,Machine Design-II Lab,Laboratory,MD-II Lab,1
COEP,1630,ME-14016,Energy Conversion Lab,Laboratory,Ec Lab,1
COEP,1631,ME-14017,Fluid Mechanics and Fluid Power Lab,Laboratory,FMFP Lab,1
COEP,1632,ME-14018,I C Engines Lab,Laboratory,ICE Lab,1
COEP,1633,HS-16002,Professional Ethics and Value Education,Theory,PEVE,0
COEP,1635,ME-15009,Theory of Machines-I,Theory,TOM-I,3
COEP,1637,ME-15011,Fundamentals of Metallurgy,Theory,FoM,3
COEP,1639,ME-15013,Theory of Machines-I Lab,Laboratory,TOM-I Lab,1
COEP,1643,CT(ILE)-15003,Information Systems,Theory,IS,3
COEP,1644,ME-15017,Fundamentals of Metallurgy Lab,Laboratory,FoM Lab,1
COEP,1645,CT-16011,Theory Of Computation,Theory,TOC,3
COEP,1651,CT-16012,Microprocessor Techniques,Theory,MT,3
COEP,1652,CT-16013,Principles of Programming Languages,Theory,PPL,3
COEP,1653,EE-16010,Data Structures and Computer Programming Lab,Laboratory,DSCP Lab,2
COEP,1654,EE-16011,Electric Machinery I,Theory,E Mc I,4
COEP,1655,EE-16012,Digital Electronics,Theory,DE,3
COEP,1656,EE-16013,Electromagnetic Fields,Theory,EMF,3
COEP,1657,EE-16014,Electrical Machinery I Lab,Laboratory,E Mc I Lab,1
COEP,1657,EE-16014,Electrical Machinery I Lab,Laboratory,E Mc I Lab,2
COEP,1657,EE-16014,Electrical Machinery I Lab,Laboratory,E Mc I Lab,1
COEP,1658,EE-16015,Digital Electronics Lab,Laboratory,DE Lab,1
COEP,1659,CT-16014,DATA COMMUNICATION,Theory,DC,3
COEP,1660,CT-16015,Microprocessor Techniques Laboratory,Laboratory,MTL,2
COEP,1661,HS-14001,Humanities,Theory,Humanities,2
COEP,1662,CT-16016,Principles of Programming Languages Laboratory,Laboratory,PPLLAB,1
COEP,1663,MHP-14001,Dissertation Phase-II,Project,Dissertation,18
COEP,1664,MDE-14001,Dissertation Phase-II,Project,Dissertation,18
COEP,1665,MAT-14001,Dissertation Phase-II,Project,Dissertation,18
COEP,1666,CT-16017,Operating Systems,Theory,OS,3
COEP,1667,EE-13009,Control Systems I,Theory,CS I,4
COEP,1668,EE-13010,Power Systems II,Theory,PS II,3
COEP,1669,EE-13011,Power Electronics,Theory,PE,4
COEP,1670,EE-13012,Power System Protection,Theory,PSP ,3
COEP,1671,CT-16018,Computer Algorithms in Signal Processing,Theory,CASP,3
COEP,1672,EE-13013,Power Systems Lab II,Laboratory,PS II Lab,1
COEP,1673,EE-13014,Control System Lab I,Laboratory,CS I Lab,1
COEP,1674,EE-13015,Power Electronics Lab,Laboratory,PE Lab,1
COEP,1675,EE-13016,Digital Signal Processing Lab,Laboratory,DSP Lab,2
COEP,1676,CT-16019,Software Engineering,Theory,SE,3
COEP,1677,PEMD-16007,Advance Electric Drives,Theory,AED,3
COEP,1678,PEMD-16008,Power Electronics Applications to Energy Systems,Theory,PEAES,4
COEP,1679,PEMD-16009,DSP Applications to Power Electronics and Drives,Theory,DSP Appl. TO PE&D,3
COEP,1680,PEMD(DE)-16001,Smart Grid,Theory,SG,3
COEP,1680,PEMD(DE)-16001,Smart Grid,Theory,SG,3
COEP,1682,PEMD(DE)-16002,Electric and Hybrid Vechile,Theory,E & HV,3
COEP,1682,PEMD(DE)-16002,Electric and Hybrid Vechile,Theory,E & HV,3
COEP,1683,PEMD-16010,Embedded Systems Lab II,Laboratory,ES Lab II,3
COEP,1686,CT-16020,Operating Systems Lab,Laboratory,OS LAB,2
COEP,1687,CT-16021,Computer Algorithms in Signal Processing Lab,Laboratory,CASP LAB,2
COEP,1688,CT-16022,Software Engineering Lab,Laboratory,SE LAB,2
COEP,1690,PEPS-16006,Power System Dynamics and Stability,Theory,PSDS,3
COEP,1692,PEPS-16007,Power Electronics Applications to Power Systems,Theory,PEAPS,4
COEP,1693,PEPS-16008,Digital Protection,Theory,DP,3
COEP,1696,PEPS-16009,Hardware Laboratory,Laboratory,HL,3
COEP,1697,IT-16001,Language Processors,Theory,LP,3
COEP,1698,IT-16002,Algorithms and Complexity,Theory,A&C,3
